toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,st_rad_err,st_logg_err,st_teff_err,notes,accepted,st_rho,a,b,u_star1,u_star2,u_star1_sd,u_star2_sd,ror
2533.01,2533,418012030,418012030.01,1,PC,14h10m33.31s,212.638797,,,+26d25m24.35s,26.42343,,,-14.0,0.048,-0.048,0.0,1.0,19.171,0.061,-0.061,0.0,1.0,2459682.185785,0.001691,-0.001691,0,1,6.6857865,1.81e-05,-1.81e-05,0,1,2.896,0.157,-0.157,0,1,6690.0,2.36039,-2.36039,0,1,9.65352,0.454536,-0.454536,0,1,171.835,,,,,1008.0,,,,,11.6417,0.007,-0.007,0,1,368.409,4.501,-4.501,0,1,6144.3,105.0,-105.0,0,1,4.4,0.08,-0.08,0,1,1.13,0.05,-0.05,0,1,2021-03-02 22:57:48,2022-09-08 10:10:02,0.05,0.08,105.0,,True,1.1428920722148248,13.925926642463605,0.6136180475784813,0.3832629983813478,0.1640955898669184,0.0011618537023093,0.0017763429715837,0.07872159632871537
2578.01,2578,104986789,104986789.01,1,PC,04h32m12.5s,68.052102,,,+52d15m09.56s,52.252655,,,4.401,0.064,-0.064,0.0,1.0,-33.767,0.043,-0.043,0.0,1.0,2458839.509702,0.000833,-0.000833,0,1,3.4577316,0.0001968,-0.0001968,0,1,2.42,0.306,-0.306,0,1,9820.0,10.6159,-10.6159,0,1,13.7261,0.904178,-0.904178,0,1,1037.81,,,,,1581.0,,,,,10.5863,0.006,-0.006,0,1,285.53,3.476,-3.476,0,1,6427.8,105.1,-105.1,0,1,4.35,0.09,-0.09,0,1,1.27,0.07,-0.07,0,1,2021-03-18 22:24:56,2022-07-20 12:03:42,0.07,0.09,105.1,,True,0.906316617045828,8.305036151742259,0.6489171085384378,0.3639362599718707,0.1624732584328333,0.000549533192999,0.0010200324682128,0.09619874566038791
2784.01,2784,302766000,302766000.01,1,PC,05h31m30.83s,82.878464,,,+15d46m16.8s,15.771332,,,-3.812,0.07,-0.07,0.0,1.0,-6.652,0.049,-0.049,0.0,1.0,2458489.661734,0.002382,-0.002382,0,1,0.2571432,5.03e-05,-5.03e-05,0,1,0.362,0.134,-0.134,0,1,1940.0,87.6813,-87.6813,0,1,7.20948,1.19637,-1.19637,0,1,1913.57,,,,,1842.0,,,,,12.428,0.006,-0.006,0,1,392.4,5.2225,-5.2225,0,1,5784.0,638.4,-638.4,0,1,4.38,0.15,-0.15,0,1,1.09,0.06,-0.06,0,1,2021-06-03 22:07:27,2021-10-29 12:59:15,0.06,0.15,638.4,,True,1.1315067934075689,1.5814535668001384,0.9565933129745532,0.4272864190875194,0.1485623420070591,0.0011207145216062,0.0018569445365065,0.05093934108267068
2790.01,2790,247518629,247518629.01,1,PC,05h43m52.13s,85.967216,,,+16d21m36.23s,16.360063,,,0.877,0.09,-0.09,0.0,1.0,-1.763,0.071,-0.071,0.0,1.0,2459547.210084,0.000512,-0.000512,0,1,2.3341583,2.8e-06,-2.8e-06,0,1,3.553,0.084,-0.084,0,1,10070.0,0.770823,-0.770823,0,1,20.0937,1.09728,-1.09728,0,1,3201.05,,,,,2095.0,,,,,12.273,0.016,-0.016,0,1,832.581,30.865,-30.865,0,1,6901.0,157.7,-157.7,0,1,4.04,0.09,-0.09,0,1,1.93,0.1,-0.1,0,1,2021-06-03 22:07:28,2022-03-11 10:10:02,0.1,0.09,157.7,,True,0.2920965010320218,4.381771059962548,0.4875799509849425,0.3509037724725312,0.1532849112596294,0.0003645065764116,0.0006606704431756,0.09518816275921496
2791.01,2791,237406657,237406657.01,1,PC,06h24m41.5s,96.172915,,,-36d55m45.22s,-36.929228,,,-3.844,0.021,-0.021,0.0,1.0,7.948,0.022,-0.022,0.0,1.0,2458515.618118,0.003339,-0.003339,0,1,3.7482756,0.0005589,-0.0005589,0,1,4.989,0.319,-0.319,0,1,5010.0,2.55201,-2.55201,0,1,14.0065,0.7336,-0.7336,0,1,2004.64,,,,,1864.0,,,,,12.7587,0.006,-0.006,0,1,1148.8,16.46,-16.46,0,1,6425.0,136.4,-136.4,0,1,3.94,0.09,-0.09,0,1,2.02,0.09,-0.09,0,1,2021-06-03 22:07:28,2021-10-29 12:59:15,0.09,0.09,136.4,,True,0.2216829510918004,5.480907454319385,0.2968201182032721,0.3865133238735216,0.1424751866762607,0.0004774635392957,0.0009370528394764,0.06574262289030543
2985.01,2985,168384845,168384845.01,1,PC,11h05m55.17s,166.479877,,,-27d46m06.02s,-27.768338,,,-8.782,0.043,-0.043,0.0,1.0,3.373,0.034,-0.034,0.0,1.0,2458563.068798,0.005095,-0.005095,0,1,3.8996784,0.001763,-0.001763,0,1,4.668,0.45,-0.45,0,1,3420.0,6.34411,-6.34411,0,1,12.1415,0.868678,-0.868678,0,1,1690.71,,,,,1786.0,,,,,12.9575,0.007,-0.007,0,1,1262.02,38.39,-38.39,0,1,6382.0,128.6,-128.6,0,1,3.94,0.09,-0.09,0,1,2.01,0.11,-0.11,0,1,2021-06-04 01:29:38,2022-08-18 12:02:41,0.11,0.09,128.6,,True,0.2227858513459885,5.636840650472196,0.4689299675988229,0.3857856885290663,0.1428708825770653,0.0003779810701259,0.0008159891359614,0.055151701043857054
2987.01,2987,141631253,141631253.01,1,PC,08h39m12.64s,129.802678,,,-44d22m12.18s,-44.370051,,,-4.506,0.055,-0.055,0.0,1.0,5.554,0.044,-0.044,0.0,1.0,2458566.46965,0.004006,-0.004006,0,1,1.6709636,0.0002754,-0.0002754,0,1,1.874,0.328,-0.328,0,1,1250.0,3.28286,-3.28286,0,1,4.6934,0.314901,-0.314901,0,1,2444.54,,,,,1958.0,,,,,10.8521,0.006,-0.006,0,1,327.463,3.259,-3.259,0,1,7051.0,133.5,-133.5,0,1,4.42,0.09,-0.09,0,1,1.27,0.05,-0.05,0,1,2021-06-04 01:29:39,2022-03-23 12:02:08,0.05,0.09,133.5,,True,1.06482917736821,5.39666343839602,0.6101864193407781,0.3302889488837619,0.1586975016242409,0.0002271516755629,0.0005542172449326,0.03416745848272809
302.01,302,229111835,229111835.01,1,PC,01h09m55.51s,17.481278,,,-52d14m22.15s,-52.239486,,,70.771,0.02,-0.02,0.0,1.0,-3.161,0.023,-0.023,0.0,1.0,2458356.68237,0.00169,-0.00169,0,1,6.70145,0.00101,-0.00101,0,1,1.579,0.172,-0.172,0,1,10940.0,17.7796,-17.7796,0,1,8.15246,0.860646,-0.860646,0,1,10.4754,,,,,501.0,,,,,12.9317,0.006,-0.006,0,1,195.124,0.5595,-0.5595,0,1,4130.0,128.0,-128.0,0,1,4.51,0.11,-0.11,0,1,0.74,0.07,-0.07,0,1,2018-12-20 19:43:30,2021-10-29 12:59:15,0.07,0.11,128.0,,True,2.2482880075956118,17.476341779073536,0.842294848504185,0.4967005430458303,0.1690944825613179,0.0040944686202735,0.0045887953634614,0.10953973308422704
3118.01,3118,58461209,58461209.01,1,PC,13h25m30.45s,201.376867,,,-28d24m49.11s,-28.413642,,,6.73,0.082,-0.082,0.0,1.0,-18.318,0.104,-0.104,0.0,1.0,2458594.480161,0.003285,-0.003285,0,1,3.8098324,0.0009063,-0.0009063,0,1,3.881,0.353,-0.353,0,1,3250.0,2.83471,-2.83471,0,1,10.3911,0.708867,-0.708867,0,1,618.962,,,,,1389.0,,,,,11.4553,0.008,-0.008,0,1,423.105,11.3365,-11.3365,0,1,5406.0,129.2,-129.2,0,1,3.91,0.09,-0.09,0,1,1.78,0.11,-0.11,0,1,2021-06-04 01:36:37,2021-10-29 12:59:15,0.11,0.09,129.2,,True,0.234781385612348,5.647798079990329,0.6579002750678753,0.4582250807298348,0.1249936218895012,0.0009358689916169,0.0014409654071536,0.055269833406653604
3244.01,3244,208091447,208091447.01,1,PC,13h51m34.22s,207.892594,,,-59d45m45.85s,-59.762737,,,-8.286,0.029,-0.029,0.0,1.0,-5.243,0.047,-0.047,0.0,1.0,2458620.951574,0.004763,-0.004763,0,1,4.6606892,0.0017508,-0.0017508,0,1,2.863,0.367,-0.367,0,1,6370.0,15.2159,-15.2159,0,1,21.5363,1.43902,-1.43902,0,1,1436.15,,,,,1715.0,,,,,12.3921,0.014,-0.014,0,1,1206.98,44.375,-44.375,0,1,8608.0,210.9,-210.9,0,1,3.94,0.07,-0.07,0,1,2.6,0.11,-0.11,0,1,2021-06-04 13:54:30,2021-10-29 12:59:15,0.11,0.07,210.9,,True,0.1722306004636295,5.826273855694448,0.8834685678592533,0.2449863291319514,0.1732014745933323,0.0003647858568953,0.0006152209958814,0.08308099681922722
3296.01,3296,456560485,456560485.01,1,PC,18h46m14.13s,281.55889,,,-57d41m39.71s,-57.694363,,,-2.528,0.048,-0.048,0.0,1.0,-27.372,0.042,-0.042,0.0,1.0,2458678.204613,0.003029,-0.003029,0,1,5.9493696,0.0012285,-0.0012285,0,1,3.678,0.276,-0.276,0,1,10370.0,7.23767,-7.23767,0,1,11.8844,0.715727,-0.715727,0,1,235.266,,,,,1091.0,,,,,12.3726,0.006,-0.006,0,1,437.919,6.7155,-6.7155,0,1,5590.0,131.1,-131.1,0,1,4.31,0.08,-0.08,0,1,1.15,0.06,-0.06,0,1,2021-06-04 14:05:38,2021-10-29 12:59:15,0.06,0.08,131.1,,True,0.9128214216220883,11.953541715679174,0.253509075328429,0.4313987147257224,0.1428186286733716,0.000770192175541,0.0011960153237931,0.09357723324971363
3335.01,3335,120033290,120033290.01,1,PC,18h36m26.24s,279.109348,,,-57d27m08.63s,-57.452396,,,-2.026,0.073,-0.073,0.0,1.0,0.723,0.066,-0.066,0.0,1.0,2458682.073691,0.003286,-0.003286,0,1,2.265394,0.000567,-0.000567,0,1,3.478,0.349,-0.349,0,1,4540.0,4.40374,-4.40374,0,1,12.6882,1.03445,-1.03445,0,1,1585.08,,,,,1757.0,,,,,12.5521,0.006,-0.006,0,1,744.585,38.19,-38.19,0,1,5568.0,128.3,-128.3,0,1,3.89,0.1,-0.1,0,1,1.86,0.14,-0.14,0,1,2021-06-04 14:05:44,2021-10-29 12:59:15,0.14,0.1,128.3,,True,0.214570848935605,3.875610264932132,0.627186324347519,0.4443360641536737,0.1291027227489982,0.0009421559308292,0.0014761203931755,0.0648855506067947
3571.01,3571,2010186093,2010186093.01,1,PC,21h53m49.31s,328.455439,,,+47d23m32.13s,47.392259,,,-10.736,0.046,-0.046,0.0,1.0,-8.709,0.046,-0.046,0.0,1.0,2458758.872339,0.000967,-0.000967,0,1,3.007299,0.000274,-0.000274,0,1,3.308,0.156,-0.156,0,1,9300.0,3.3596,-3.3596,0,1,18.0317,0.834582,-0.834582,0,1,2344.93,,,,,1938.0,,,,,11.5752,0.034,-0.034,0,1,654.254,12.4675,-12.4675,0,1,7457.0,287.0,-287.0,0,1,4.14,0.09,-0.09,0,1,1.85,0.08,-0.08,0,1,2021-06-23 15:13:14,2021-10-29 12:59:15,0.08,0.09,287.0,,True,0.3836294465630109,5.681666595559903,0.5750843612581278,0.3107189635308511,0.1717375599415074,0.0006933638194268,0.0011531454781445,0.09276800461596918
3573.01,3573,407905370,407905370.01,1,PC,22h27m59.67s,336.998619,,,+38d17m09.42s,38.28595,,,0.893,0.034,-0.034,0.0,1.0,-9.378,0.045,-0.045,0.0,1.0,2458747.792229,0.00206,-0.00206,0,1,9.8170028,0.000614,-0.000614,0,1,3.341,1.099,-1.099,0,1,6510.0,24.1325,-24.1325,0,1,12.7271,1.00248,-1.00248,0,1,196.707,,,,,1043.0,,,,,11.438,0.007,-0.007,0,1,412.387,5.3875,-5.3875,0,1,5994.3,116.9,-116.9,0,1,4.13,0.08,-0.08,0,1,1.49,0.07,-0.07,0,1,2021-06-23 15:13:14,2021-10-29 12:59:15,0.07,0.08,116.9,,True,0.4654761089508036,13.335391454445924,0.8044089650128303,0.4113158374792514,0.148118075060164,0.0007543698182316,0.0012318508511435,0.08214692549955763
3640.01,3640,200917197,200917197.01,1,PC,03h38m09.18s,54.53824,,,+40d28m31.99s,40.475552,,,1.229,0.147,-0.147,0.0,1.0,-0.771,0.104,-0.104,0.0,1.0,2458811.5838,0.002926,-0.002926,0,1,1.2195048,0.0002924,-0.0002924,0,1,1.503,0.281,-0.281,0,1,3130.0,8.95885,-8.95885,0,1,20.0257,3.55068,-3.55068,0,1,5350.66,,,,,2382.0,,,,,12.1395,0.008,-0.008,0,1,2005.29,318.285,-318.285,0,1,8273.0,138.2,-138.2,0,1,3.66,0.16,-0.16,0,1,3.49,0.59,-0.59,0,1,2021-06-23 15:17:46,2021-12-21 12:01:51,0.59,0.16,138.2,,True,0.0673376935292802,1.7428597835123811,0.9596565410399458,0.2691591096558858,0.1716084322887374,0.0010887708004078,0.001732983826753,0.062002692457634755
3642.01,3642,186614891,186614891.01,1,PC,03h00m35.58s,45.148251,,,+39d56m06.4s,39.93511,,,10.431,0.05,-0.05,0.0,1.0,-10.109,0.043,-0.043,0.0,1.0,2458808.187375,0.00101,-0.00101,0,1,4.0844,0.0004306,-0.0004306,0,1,1.932,0.33,-0.33,0,1,20090.0,28.1477,-28.1477,0,1,14.1013,0.961415,-0.961415,0,1,141.24,,,,,960.0,,,,,12.5822,0.008,-0.008,0,1,379.963,5.888,-5.888,0,1,5458.0,131.5,-131.5,0,1,4.45,0.08,-0.08,0,1,0.96,0.05,-0.05,0,1,2021-06-23 15:17:46,2021-10-29 12:59:15,0.05,0.08,131.5,,True,1.509428099811982,11.000447405611316,0.7321656703575397,0.4451040067989992,0.1406832130331897,0.0009619536904498,0.0014941982843325,0.14042461351205945
3644.01,3644,445496795,445496795.01,1,PC,01h58m58.16s,29.742342,,,+56d51m27.94s,56.85776,,,5.248,0.06,-0.06,0.0,1.0,-2.653,0.078,-0.078,0.0,1.0,2458813.221086,0.006159,-0.006159,0,1,1.833122,0.0008546,-0.0008546,0,1,1.922,0.371,-0.371,0,1,2310.0,10.4426,-10.4426,0,1,13.3586,1.23701,-1.23701,0,1,2390.93,,,,,1948.0,,,,,12.1497,0.009,-0.009,0,1,1204.71,54.355,-54.355,0,1,7308.0,136.0,-136.0,0,1,3.79,0.09,-0.09,0,1,2.7,0.16,-0.16,0,1,2021-06-23 15:17:46,2022-04-20 12:06:50,0.16,0.09,136.0,,True,0.1174140042979466,2.7526747974418737,0.925889501061782,0.3156639792064027,0.1581219094089078,0.0007463772515302,0.0013049763957783,0.05198283349007469
3645.01,3645,184733148,184733148.01,1,PC,02h12m21.17s,33.088189,,,+36d19m56.18s,36.332272,,,3.816,0.046,-0.046,0.0,1.0,-2.582,0.049,-0.049,0.0,1.0,2458809.37043,0.001549,-0.001549,0,1,2.9597201,0.0005572,-0.0005572,0,1,2.608,0.38,-0.38,0,1,11930.0,11.5358,-11.5358,0,1,12.3734,0.77437,-0.77437,0,1,553.862,,,,,1351.0,,,,,12.851,0.007,-0.007,0,1,541.244,9.5105,-9.5105,0,1,5585.0,122.3,-122.3,0,1,4.33,0.08,-0.08,0,1,1.13,0.06,-0.06,0,1,2021-06-23 15:17:46,2022-01-16 12:02:35,0.06,0.08,122.3,,True,0.9727589162219742,7.6657772421976,0.4671036514497044,0.4322055732076138,0.1426646448467318,0.0007599881177588,0.0011919393929835,0.10233143133788716
3651.01,3651,415976665,415976665.01,1,PC,02h18m15.01s,34.562558,,,+44d05m16.76s,44.087989,,,9.393,0.07,-0.07,0.0,1.0,-9.299,0.072,-0.072,0.0,1.0,2458813.528997,0.005485,-0.005485,0,1,1.5258908,0.0006971,-0.0006971,0,1,1.524,0.412,-0.412,0,1,1530.0,951.422,-951.422,0,1,13.0167,6.33375,-6.33375,0,1,9800.5,,,,,2771.0,,,,,11.4822,0.008,-0.008,0,1,626.174,23.0465,-23.0465,0,1,6714.1,145.2,-145.2,0,1,4.06,0.1,-0.1,0,1,1.85,0.11,-0.11,0,1,2021-06-23 15:17:47,2021-12-21 12:01:51,0.11,0.1,145.2,,True,0.3190890751792805,3.3991759226806675,0.8958286002290066,0.3653921233475271,0.1477164000451352,0.0003424703811257,0.0007075545515058,0.04169041059547625
3652.01,3652,116848450,116848450.01,1,PC,03h07m04.99s,46.770809,,,+49d00m37.09s,49.010302,,,0.029,0.065,-0.065,0.0,1.0,-4.544,0.061,-0.061,0.0,1.0,2458806.713852,0.002308,-0.002308,0,1,3.4813805,0.0011255,-0.0011255,0,1,3.985,0.888,-0.888,0,1,4280.0,5.97289,-5.97289,0,1,19.9279,1.35201,-1.35201,0,1,2604.85,,,,,1990.0,,,,,11.7419,0.016,-0.016,0,1,928.908,32.195,-32.195,0,1,6841.0,164.6,-164.6,0,1,3.66,0.09,-0.09,0,1,2.97,0.16,-0.16,0,1,2021-06-23 15:17:47,2021-12-21 12:01:51,0.16,0.09,164.6,,True,0.0791274580529252,3.701099494415944,0.8321457127740003,0.3588585140098849,0.1504201300899734,0.0007006735344458,0.0011629952825034,0.06721406005942364
3654.01,3654,396556650,396556650.01,1,PC,02h37m25.69s,39.357061,,,+42d58m16.4s,42.971222,,,5.038,0.118,-0.118,0.0,1.0,-1.763,0.109,-0.109,0.0,1.0,2458814.364165,0.003659,-0.003659,0,1,2.277182,0.0006275,-0.0006275,0,1,1.675,0.289,-0.289,0,1,5220.0,11.5905,-11.5905,0,1,8.26117,0.726829,-0.726829,0,1,394.584,,,,,1241.0,,,,,12.7096,0.007,-0.007,0,1,500.459,23.138,-23.138,0,1,5622.0,127.6,-127.6,0,1,4.34,0.09,-0.09,0,1,1.12,0.08,-0.08,0,1,2021-06-23 15:17:47,2021-12-21 12:01:51,0.08,0.09,127.6,,True,1.0043050373463216,6.505405945300684,0.7795268775694021,0.4299799156352853,0.1427200036732999,0.0007673579831502,0.0012654240021154,0.07284073467120279
3660.01,3660,67517533,67517533.01,1,PC,01h58m03.34s,29.513926,,,+41d13m12.89s,41.220248,,,8.679,0.047,-0.047,0.0,1.0,-0.732,0.039,-0.039,0.0,1.0,2458810.022883,0.001374,-0.001374,0,1,3.9491382,0.0006254,-0.0006254,0,1,1.416,0.173,-0.173,0,1,10080.0,14.1975,-14.1975,0,1,15.3227,0.932959,-0.932959,0,1,138.058,,,,,954.0,,,,,12.8235,0.007,-0.007,0,1,843.524,18.256,-18.256,0,1,6373.0,128.6,-128.6,0,1,4.22,0.09,-0.09,0,1,1.44,0.07,-0.07,0,1,2021-06-23 15:17:48,2021-12-21 12:01:51,0.07,0.09,128.6,,True,0.5925447731931517,7.875823454054778,0.929169439992172,0.37930538190931,0.1573133197071555,0.0004611917415501,0.0008640477079248,0.11058812293542189
3663.01,3663,354151219,354151219.01,1,PC,01h24m42.56s,21.177329,,,+51d40m18.68s,51.671855,,,-5.113,0.066,-0.066,0.0,1.0,-0.221,0.062,-0.062,0.0,1.0,2458809.803812,0.00529,-0.00529,0,1,3.5639033,0.0008821,-0.0008821,0,1,2.111,0.452,-0.452,0,1,1470.0,5.1068,-5.1068,0,1,9.64789,0.826615,-0.826615,0,1,657.804,,,,,1410.0,,,,,11.5917,0.012,-0.012,0,1,774.636,23.2995,-23.2995,0,1,6940.9,137.1,-137.1,0,1,3.85,0.1,-0.1,0,1,2.41,0.14,-0.14,0,1,2021-06-23 15:17:49,2021-12-21 12:01:51,0.14,0.1,137.1,,True,0.1510311819388682,4.663301644521514,0.9323442967639428,0.3445090632539725,0.1535545138417353,0.0006834090258396,0.0011281379375035,0.041966064844943377
3664.01,3664,348437470,348437470.01,1,PC,02h21m14.04s,35.308494,,,+59d42m42.69s,59.711857,,,-7.624,0.045,-0.045,0.0,1.0,8.731,0.04,-0.04,0.0,1.0,2458811.931004,0.003775,-0.003775,0,1,3.2963391,0.0010879,-0.0010879,0,1,2.233,0.32,-0.32,0,1,13000.0,34.8496,-34.8496,0,1,13.613,1.0374,-1.0374,0,1,283.713,,,,,1143.0,,,,,12.91,0.006,-0.006,0,1,464.748,4.821,-4.821,0,1,5556.0,213.2,-213.2,0,1,4.29,0.09,-0.09,0,1,1.18,0.06,-0.06,0,1,2021-06-23 15:17:49,2021-10-29 12:59:15,0.06,0.09,213.2,,True,0.8495748673832533,7.873040771268114,0.7159684007866858,0.4340347263631536,0.1410589278143775,0.000829370918398,0.0012818340340895,0.11238687430399408
3668.01,3668,467580267,467580267.01,1,PC,03h12m52.43s,48.218476,,,+35d05m36.44s,35.093455,,,-8.21,0.081,-0.081,0.0,1.0,-7.941,0.072,-0.072,0.0,1.0,2458814.140754,0.002839,-0.002839,0,1,0.7408095,0.0001532,-0.0001532,0,1,1.38,0.213,-0.213,0,1,2180.0,4.85817,-4.85817,0,1,13.2268,1.0499,-1.0499,0,1,3171.9,,,,,2090.0,,,,,11.2959,0.007,-0.007,0,1,647.3,26.9945,-26.9945,0,1,5921.0,120.4,-120.4,0,1,3.6,0.08,-0.08,0,1,2.73,0.17,-0.17,0,1,2021-06-23 15:17:49,2022-04-20 12:06:50,0.17,0.08,120.4,,True,0.0749757841544793,1.295682902483545,0.9487778904202432,0.4282192795113532,0.1278488755797709,0.000641542401127,0.0010987107590418,0.05306194353148846
3670.01,3670,331854794,331854794.01,1,PC,01h14m40.72s,18.669659,,,+57d04m39.69s,57.077693,,,17.254,0.03,-0.03,0.0,1.0,-8.567,0.031,-0.031,0.0,1.0,2458814.297099,0.003049,-0.003049,0,1,2.1944009,0.0005461,-0.0005461,0,1,1.574,0.366,-0.366,0,1,6950.0,1674.97,-1674.97,0,1,13.0165,4.80376,-4.80376,0,1,1116.14,,,,,1610.0,,,,,12.8464,0.006,-0.006,0,1,477.19,4.522,-4.522,0,1,5601.5,121.3,-121.3,0,1,4.39,0.08,-0.08,0,1,1.05,0.06,-0.06,0,1,2021-06-23 15:17:50,2021-10-29 12:59:15,0.06,0.08,121.3,,True,1.201972038027728,6.7384932409037015,0.7744061043620719,0.4316507152173182,0.1435269607768665,0.0007171397609245,0.0011544738575215,0.08387769874047742
3671.01,3671,312345863,312345863.01,1,PC,00h49m37.82s,12.407578,,,+56d00m05.58s,56.001551,,,-1.936,0.024,-0.024,0.0,1.0,-9.655,0.025,-0.025,0.0,1.0,2458814.77564,0.003759,-0.003759,0,1,1.726988,0.0002331,-0.0002331,0,1,1.207,0.306,-0.306,0,1,10170.0,83.183,-83.183,0,1,14.9245,1.58904,-1.58904,0,1,472.892,,,,,1299.0,,,,,12.9892,0.015,-0.015,0,1,749.29,13.224,-13.224,0,1,5972.0,151.6,-151.6,0,1,4.18,0.08,-0.08,0,1,1.41,0.07,-0.07,0,1,2021-06-23 15:17:50,2021-10-29 12:59:15,0.07,0.08,151.6,,True,0.5519052826783081,4.431340179312191,0.9141361167301896,0.4152577442503636,0.1473471908171373,0.0007957463152752,0.001323359567098,0.11019727754392003
3679.01,3679,285354178,285354178.01,1,PC,02h24m30.41s,36.126714,,,+35d31m41.96s,35.528321,,,31.857,0.042,-0.042,0.0,1.0,-3.112,0.045,-0.045,0.0,1.0,2458805.922482,0.000871,-0.000871,0,1,5.9655392,0.000682,-0.000682,0,1,2.933,0.329,-0.329,0,1,20000.0,19.2437,-19.2437,0,1,12.8621,0.790853,-0.790853,0,1,134.161,,,,,948.0,,,,,12.8397,0.007,-0.007,0,1,391.982,3.8365,-3.8365,0,1,5418.0,118.2,-118.2,0,1,4.51,0.08,-0.08,0,1,0.89,0.05,-0.05,0,1,2021-06-23 15:17:51,2021-10-29 12:59:15,0.05,0.08,118.2,,True,1.8693630624952275,15.20728605612608,0.2052621739829427,0.449088231696802,0.1410843092766863,0.0010098666890579,0.0015282108242052,0.12921503279328678
3683.01,3683,264912889,264912889.01,1,PC,02h43m49.99s,40.958303,,,+54d46m49.43s,54.780398,,,-0.574,0.058,-0.058,0.0,1.0,-7.291,0.061,-0.061,0.0,1.0,2458810.702449,0.002341,-0.002341,0,1,1.3694262,0.0002906,-0.0002906,0,1,1.5,0.245,-0.245,0,1,3580.0,6.6735,-6.6735,0,1,13.1341,0.955577,-0.955577,0,1,2490.45,,,,,1968.0,,,,,11.4374,0.021,-0.021,0,1,685.249,15.721,-15.721,0,1,7321.3,132.5,-132.5,0,1,3.99,0.09,-0.09,0,1,2.15,0.12,-0.12,0,1,2021-06-23 15:17:51,2021-12-21 12:01:51,0.12,0.09,132.5,,True,0.2336927309306149,2.8507656469558618,0.9126484964078458,0.3222185031895209,0.1560860079312727,0.0005499828130542,0.00101823428368,0.06410541272803887
3686.01,3686,13533330,13533330.01,1,PC,02h27m36.14s,36.900563,,,+59d57m09.8s,59.952721,,,-13.858,0.063,-0.063,0.0,1.0,-3.451,0.073,-0.073,0.0,1.0,2458812.868484,0.000783,-0.000783,0,1,5.0776365,0.0003007,-0.0003007,0,1,3.733,0.091,-0.091,0,1,15700.0,2.81086,-2.81086,0,1,15.3718,0.946952,-0.946952,0,1,242.801,,,,,1099.0,,,,,11.2381,0.006,-0.006,0,1,255.803,2.09,-2.09,0,1,5262.0,159.8,-159.8,0,1,4.2,0.09,-0.09,0,1,1.24,0.07,-0.07,0,1,2021-06-23 15:17:52,2021-11-19 12:02:23,0.07,0.09,159.8,,True,0.6571461661376675,9.63937978175452,0.3734510023868542,0.4758706694130608,0.1285017849815036,0.0009744011947807,0.0014923162531948,0.11550620200266093
3688.01,3688,245509452,245509452.01,1,PC,02h37m07.76s,39.282337,,,+54d51m04.37s,54.851215,,,18.844,0.067,-0.067,0.0,1.0,-11.37,0.069,-0.069,0.0,1.0,2458812.66022,0.004569,-0.004569,0,1,3.2468565,0.0012638,-0.0012638,0,1,3.208,0.26,-0.26,0,1,7920.0,10.8331,-10.8331,0,1,12.1054,0.774852,-0.774852,0,1,862.326,,,,,1509.0,,,,,11.8433,0.013,-0.013,0,1,396.378,5.9425,-5.9425,0,1,6088.0,151.3,-151.3,0,1,4.24,0.08,-0.08,0,1,1.35,0.07,-0.07,0,1,2021-06-23 15:17:52,2021-11-19 12:02:23,0.07,0.08,151.3,,True,0.6618352512094879,7.171544902043393,0.3737770525464491,0.403507819197017,0.1540889608006941,0.0007862878837623,0.0012498239282703,0.0828097325060729
